SCHEVENINGEN  [SCH ],NL,
52.1,4.2667,NaN
13,47.2,
SKEFFINGTON EN[SKEF],GB,
52.6225,-0.9078,NaN
191.1,9.1,
560
0,3.08,52.1,4.2667,3
0.050632,5.3336,52.10009,4.26597345,3
0.10126,5.7192,52.10018,4.2652469,3
0.15189,4.8979,52.100271,4.26452035,3
0.20253,4.4332,52.100361,4.26379379,3
0.25316,4.3421,52.100451,4.26306724,3
0.30379,3.261,52.100541,4.26234069,3
0.35442,0.90712,52.100632,4.26161414,3
0.40505,0.034839,52.100722,4.26088759,3
0.45568,0,52.100812,4.26016104,3
0.50631,0,52.100902,4.25943448,3
0.55694,0,52.100992,4.25870793,3
0.60757,0,52.101083,4.25798138,3
0.6582,0,52.101173,4.25725483,3
0.70883,0,52.101263,4.25652828,3
0.75946,0,52.101353,4.25580173,3
0.81008,0,52.101443,4.25507518,3
0.86071,0,52.101534,4.25434862,3
0.91134,0,52.101624,4.25362207,3
0.96197,0,52.101714,4.25289552,3
1.0126,0,52.101804,4.25216897,3
1.0632,0,52.101894,4.25144242,3
1.1139,0,52.101984,4.25071587,3
1.1645,0,52.102074,4.24998931,3
1.2151,0,52.102165,4.24926276,3
1.2657,0,52.102255,4.24853621,3
1.3164,0,52.102345,4.24780966,3
1.367,0,52.102435,4.24708311,3
1.4176,0,52.102525,4.24635656,3
1.4682,0,52.102615,4.24563001,3
1.5189,0,52.102705,4.24490345,3
1.5695,0,52.102795,4.2441769,3
1.6201,0,52.102886,4.24345035,3
1.6707,0,52.102976,4.2427238,3
1.7214,0,52.103066,4.24199725,3
1.772,0,52.103156,4.2412707,3
1.8226,0,52.103246,4.24054414,3
1.8732,0,52.103336,4.23981759,3
1.9239,0,52.103426,4.23909104,3
1.9745,0,52.103516,4.23836449,3
2.0251,0,52.103606,4.23763794,3
2.0757,0,52.103696,4.23691139,3
2.1264,0,52.103786,4.23618484,3
2.177,0,52.103876,4.23545828,3
2.2276,0,52.103966,4.23473173,3
2.2782,0,52.104056,4.23400518,3
2.3288,0,52.104146,4.23327863,3
2.3795,0,52.104236,4.23255208,3
2.4301,0,52.104326,4.23182553,3
2.4807,0,52.104416,4.23109898,3
2.5313,0,52.104506,4.23037242,3
2.582,0,52.104596,4.22964587,3
2.6326,0,52.104687,4.22891932,3
2.6832,0,52.104776,4.22819277,3
2.7338,0,52.104866,4.22746622,3
