0	569
0.05	565
0.1	566
0.15	566
0.2	570
0.25	570
0.3	570
0.35	568
0.4	568
0.45	567
0.5	567
0.55	565
0.6	568
0.65	568
0.7	566
0.75	566
0.8	568
0.85	568
0.9	568
0.95	570
1	570
1.05	568
1.1	568
1.15	569
1.2	566
1.25	566
1.3	567
1.35	567
1.4	569
1.45	569
1.5	571
1.55	568
1.6	568
1.65	570
1.7	570
1.75	569
1.8	570
1.85	570
1.9	571
1.95	571
2	569
2.05	572
2.1	572
2.15	570
2.2	570
2.25	570
2.3	570
2.35	569
2.4	567
2.45	567
2.5	565
2.55	565
2.6	567
2.65	565
2.7	565
2.75	566
2.8	566
2.85	565
2.9	565
2.95	563
3	564
3.05	564
3.1	562
3.15	562
3.2	562
3.25	562
3.3	562
3.35	559
3.4	559
3.45	562
3.5	562
3.55	561
3.6	561
3.65	561
3.7	562
3.75	562
3.8	558
3.85	560
3.9	560
3.95	560
4	559
4.05	558
4.1	558
4.15	558
4.2	558
4.25	558
4.3	557
4.35	557
4.4	562
4.45	560
4.5	555
4.55	558
4.6	558
4.65	556
4.7	551
4.75	551
4.8	550
4.85	550
4.9	552
4.95	552
5	549
5.05	551
5.1	551
5.15	548
5.2	548
5.25	546
5.3	547
5.35	547
5.4	543
5.45	543
5.5	545
5.55	545
5.6	545
5.65	545
5.7	545
5.75	540
5.8	540
5.85	541
5.9	538
5.95	538
6	537
6.05	537
6.1	536
6.15	535
6.2	535
6.25	535
6.3	535
6.35	536
6.4	536
6.45	532
6.5	532
6.55	532
6.6	533
6.65	533
6.7	533
6.75	531
6.8	531
6.85	527
6.9	527
6.95	531
7	531
7.05	530
7.1	530
7.15	530
7.2	526
7.25	526
7.3	527
7.35	527
7.4	527
7.45	528
7.5	528
7.55	531
7.6	531
7.65	536
7.7	534
7.75	534
7.8	531
7.85	531
7.9	530
7.95	530
8	530
8.05	530
8.1	530
8.15	529
8.2	531
8.25	531
8.3	532
8.35	532
8.4	534
8.45	531
8.5	531
8.55	533
8.6	533
8.65	536
8.7	536
8.75	534
8.8	534
8.85	534
8.9	536
8.95	538
9	537
9.05	537
9.1	536
9.15	538
9.2	538
9.25	538
9.3	538
9.35	537
9.4	540
9.45	540
9.5	542
9.55	542
9.6	540
9.65	540
9.7	542
9.75	542
9.8	542
9.85	542
9.9	541
9.95	543
10	544
10.05	544
10.1	544
10.15	544
10.2	547
10.25	545
10.3	545
10.35	548
10.4	547
10.45	546
10.5	546
10.55	547
10.6	547
10.65	547
10.7	548
10.75	548
10.8	548
10.85	547
10.9	546
10.95	547
11	547
11.05	550
11.1	550
11.15	549
11.2	549
11.25	549
11.3	551
11.35	551
11.4	552
11.45	552
11.5	552
11.55	553
11.6	553
11.65	553
11.7	553
11.75	554
11.8	555
11.85	555
11.9	555
11.95	555
12	556
12.05	555
12.1	555
12.15	554
12.2	554
12.25	553
12.3	553
12.35	553
12.4	551
12.45	551
12.5	551
12.55	551
12.6	552
12.65	550
12.7	550
12.75	550
12.8	550
12.85	550
12.9	549
12.95	549
13	552
13.05	552
13.1	553
13.15	553
13.2	551
13.25	548
13.3	548
13.35	547
13.4	547
13.45	549
13.5	546
13.55	546
13.6	548
13.65	548
13.7	546
13.75	546
13.8	546
13.85	545
13.9	545
13.95	543
14	543
14.05	544
14.1	541
14.15	541
14.2	542
14.25	542
14.3	541
14.35	543
14.4	539
14.45	540
14.5	540
14.55	539
14.6	539
14.65	538
14.7	537
14.75	537
14.8	537
14.85	537
14.9	537
14.95	536
15	536
15.05	538
15.1	538
15.15	537
15.2	537
15.25	539
15.3	539
15.35	536
15.4	537
15.45	537
15.5	541
15.55	538
15.6	538
15.65	538
15.7	538
15.75	537
15.8	536
15.85	536
15.9	537
15.95	537
16	539
16.05	539
16.1	537
16.15	539
16.2	539
16.25	537
16.3	537
16.35	535
16.4	535
16.45	539
16.5	535
16.55	535
16.6	538
16.65	538
16.7	538
16.75	538
16.8	535
16.85	538
16.9	538
16.95	535
17	538
17.05	538
17.1	540
17.15	540
17.2	540
17.25	540
17.3	543
17.35	542
17.4	542
17.45	539
17.5	539
17.55	538
17.6	540
17.65	540
17.7	536
17.75	536
17.8	541
17.85	541
17.9	539
17.95	540
18	540
18.05	537
18.1	537
18.15	537
18.2	536
18.25	536
18.3	539
18.35	539
18.4	542
18.45	542
18.5	540
18.55	540
18.6	540
18.65	540
18.7	540
18.75	545
18.8	545
18.85	545
18.9	541
18.95	541
19	538
19.05	538
19.1	538
19.15	539
19.2	539
19.25	538
19.3	538
19.35	538
19.4	538
19.45	538
19.5	539
19.55	539
19.6	538
19.65	538
19.7	538
19.75	538
19.8	538
19.85	539
19.9	539
19.95	542
20	542
20.05	542
20.1	540
20.15	540
20.2	541
20.25	543
20.3	543
20.35	541
20.4	541
20.45	539
20.5	539
20.55	539
20.6	543
20.65	543
20.7	543
20.75	543
20.8	543
20.85	546
20.9	546
20.95	543
21	543
21.05	543
21.1	543
21.15	543
21.2	543
21.25	543
21.3	542
21.35	542
21.4	542
21.45	541
21.5	541
21.55	541
21.6	541
21.65	544
21.7	546
21.75	546
21.8	543
21.85	543
21.9	542
21.95	542
22	542
22.05	545
22.1	545
22.15	544
22.2	542
22.25	544
22.3	545
22.35	545
22.4	543
22.45	543
22.5	545
22.55	545
22.6	546
22.65	551
22.7	549
22.75	551
22.8	551
22.85	548
22.9	544
22.95	544
23	543
23.05	543
23.1	544
23.15	544
23.2	544
23.25	544
23.3	544
23.35	545
23.4	545
23.45	544
23.5	545
23.55	545
23.6	545
23.65	545
23.7	545
23.75	545
23.8	546
23.85	543
23.9	543
23.95	546
24	546
24.05	546
24.1	546
24.15	543
24.2	544
24.25	544
24.3	544
24.35	542
24.4	542
24.45	545
24.5	545
24.55	545
24.6	545
24.65	543
24.7	545
24.75	545
24.8	542
24.85	542
24.9	544
24.95	545
25	545
25.05	546
25.1	546
25.15	546
25.2	546
25.25	546
25.3	544
25.35	544
25.4	545
25.45	545
25.5	543
25.55	542
25.6	542
25.65	543
25.7	543
